"SiteID"	"Country"	"Latitude"	"Longitude"	"SiteName"	"C14ID"	"SiteType"	"Period"	"PhaseCode"	"LabCode"	"C14BP"	"C14SD"	"Material"	"MaterialSpecies"	"Culture"	"Reliability"	"tpq"	"taq"	"select"	"FN"	"RedNeo"	"bib"	"bib_url"	"inTime"	"inSpace"	"X26"
NA	"Albania"	39.674781	20.177229	"Konispol Cave"	NA	"GR"	"LM"	"n/a"	"Beta-67804"	"7630"	140	"WC"	"Wood charcoal (unidentified)"	"Late Mesolithic"	"LOW"	-7023	-6095	FALSE	NA	1	"Forenbaher & Miracle 2006"	"10.4312/dp.33.10"	1	1	NA
NA	"Albania"	39.674781	20.177229	"Konispol Cave"	NA	"GR"	"LM"	"n/a"	"Beta-80001"	"7550"	80	"WC"	"Wood charcoal (unidentified)"	"Late Mesolithic"	"LOW"	-6570	-6234	FALSE	NA	1	"Forenbaher & Miracle 2006"	"10.4312/dp.33.10"	1	1	NA
NA	"Albania"	39.674781	20.177229	"Konispol Cave"	NA	"GR"	"LM"	"II"	"Beta-80000"	"7550"	80	"WC"	"Wood charcoal (unidentified)"	"Castelnovian"	"LOW"	-6570	-6234	FALSE	NA	NA	"Forenbaher & Miracle 2006"	"10.4312/dp.33.10"	1	1	NA
NA	"Albania"	39.674781	20.177229	"Konispol Cave"	NA	"GR"	"LM"	"n/a"	"Beta-67803"	"7510"	90	"WC"	"Wood charcoal (unidentified)"	"Late Mesolithic"	"LOW"	-6570	-6092	FALSE	NA	1	"Forenbaher & Miracle 2006"	"10.4312/dp.33.10"	1	1	NA
NA	"Albania"	39.674781	20.177229	"Konispol Cave"	NA	"GR"	"LM"	"n/a"	"Beta-79999"	"7410"	80	"WC"	"Wood charcoal (unidentified)"	"Late Mesolithic"	"LOW"	-6420	-6086	FALSE	NA	1	"Forenbaher & Miracle 2006"	"10.4312/dp.33.10"	1	1	NA
NA	"Andorra"	42.484072	1.492205	"Balma Margineda"	NA	"RK"	"EN"	"Layer 3b (F3)"	"Ly-3289"	"6850"	150	"WC"	"Wood charcoal (unidentified)"	"Cardial"	"LOW"	-6016	-5483	TRUE	NA	1	"Manen et al. 2020"	"10.1017/RDC.2018.98"	1	1	NA
NA	"Andorra"	42.484072	1.492205	"Balma Margineda"	NA	"RK"	"EN"	"Layer 3/4"	"Ly-3290"	"6820"	170	"WC"	"Wood charcoal (unidentified)"	"Cardial"	"LOW"	-6059	-5473	TRUE	NA	1	"Manen et al. 2020"	"10.1017/RDC.2018.98"	1	1	NA
NA	"Andorra"	42.484072	1.492205	"Balma Margineda"	NA	"RK"	"EN"	"Layer 3b"	"Beta-398960"	"6690"	30	"CE"	"Hordeum vulgare var. nudum"	"Intrusion"	"HIGH"	-5666	-5537	TRUE	NA	1	"Manen et al. 2020"	"10.1017/RDC.2018.98"	1	1	NA
NA	"Andorra"	42.484072	1.492205	"Balma Margineda"	NA	"RK"	"EN"	"Layer 3b base F3 base"	"Ly-2839"	"6670"	120	"WC"	"Wood charcoal (unidentified)"	"Cardial"	"LOW"	-5801	-5374	TRUE	NA	1	"Manen et al. 2020"	"10.1017/RDC.2018.98"	1	1	NA
NA	"Andorra"	42.484072	1.492205	"Balma Margineda"	NA	"RK"	"EN"	"Layer 3a-F1"	"Ly-3288"	"6640"	160	"WC"	"Wood charcoal (unidentified)"	"Cardial"	"LOW"	-5885	-5226	TRUE	NA	1	"Manen et al. 2020"	"10.1017/RDC.2018.98"	1	1	NA
NA	"Andorra"	42.484072	1.492205	"Balma Margineda"	NA	"RK"	"EN"	"Layer 3a"	"Beta-325681"	"6630"	40	"SE"	"Corylus avellana"	"Cardial"	"LOW"	-5625	-5482	TRUE	NA	1	"Manen et al. 2020"	"10.1017/RDC.2018.98"	1	1	NA
NA	"Andorra"	42.484072	1.492205	"Balma Margineda"	NA	"RK"	"EN"	"Layer 3b"	"Beta-325682"	"6410"	40	"SE"	"Corylus avellana"	"Cardial"	"MEDIUM"	-5475	-5314	TRUE	NA	1	"Manen et al. 2020"	"10.1017/RDC.2018.98"	1	1	NA
NA	"Andorra"	42.484072	1.492205	"Balma Margineda"	NA	"RK"	"EN"	"Layer 3b (G21)"	"Beta-460418"	"6250"	30	"CE"	"Triticum dicoccum"	"Cardial"	"HIGH"	-5310	-5072	TRUE	NA	1	"Manen et al. 2020"	"10.1017/RDC.2018.98"	1	1	NA
NA	"Andorra"	42.484072	1.492205	"Balma Margineda"	NA	"RK"	"EN"	"Layer 3F (pit)"	"CNA-2681.1.1 "	"6083"	38	"F"	"Ovis/Capra"	"Cardial"	"HIGH"	-5207	-4847	TRUE	NA	1	"Manen et al. 2020"	"10.1017/RDC.2018.98"	1	1	NA
NA	"Andorra"	42.484072	1.492205	"Balma Margineda"	NA	"RK"	"EN"	"Layer 3a"	"CNA-2679.1.1"	"5850"	35	"F"	"Ovis/Capra"	"Cardial"	"HIGH"	-4798	-4608	TRUE	NA	1	"Manen et al. 2020"	"10.1017/RDC.2018.98"	1	1	NA
NA	"Andorra"	42.484072	1.492205	"Balma Margineda"	NA	"RK"	"EN"	"Layer 3b"	"Beta-460419"	"5800"	30	"CE"	"Hordeum vulgare "	"Cardial"	"HIGH"	-4721	-4549	TRUE	NA	1	"Manen et al. 2020"	"10.1017/RDC.2018.98"	1	1	NA
NA	"Andorre"	42.557222	1.538056	"Tomba de Segudet"	NA	"BU"	"MN"	"n/a"	"Beta-160374	"	"5350"	40	"H"	"Homo sapiens"	"Sepulcres de fossa"	"MEDIUM"	-4327	-4051	FALSE	NA	NA	"Remolins et al. 2016"	"10.1016/j.crpv.2015.11.005"	1	1	NA
NA	"Andorre"	42.440047	1.492377	"La Feixa del Moro"	NA	"BU"	"MN"	"Burial n/a"	"I-14177"	"5310"	310	"n/a"	"n/a"	"Sepulcres de fossa"	"LOW"	-4846	-3381	FALSE	NA	NA	"Remolins et al. 2016"	"10.1016/j.crpv.2015.11.005"	1	1	NA
NA	"Andorre"	42.440047	1.492377	"La Feixa del Moro"	NA	"OP"	"MN"	"FM3"	"CNA-2331.1.1"	"5095"	45	"H"	"Homo sapiens"	"Sepulcres de fossa"	"HIGH"	-3983	-3781	FALSE	NA	NA	"Remolins et al. 2016"	"10.1016/j.crpv.2015.11.005"	1	1	NA
NA	"Andorre"	42.440047	1.492377	"La Feixa del Moro"	NA	"OP"	"MN"	"FM2"	"CNA-2330.1.1"	"5025"	45	"H"	"Homo sapiens"	"Sepulcres de fossa"	"HIGH"	-3952	-3660	FALSE	NA	NA	"Remolins et al. 2016"	"10.1016/j.crpv.2015.11.005"	1	1	NA
NA	"Andorre"	42.484072	1.492205	"Balma Margineda"	NA	"RK"	"EN"	"Layer 3f"	"CNA-2682.1.1"	"7401"	37	"F"	"Capra pirenaica (M1/M2 inferior)"	"Intrusion"	"LOW"	-6395	-6092	FALSE	NA	NA	"Manen et al. 2020"	"10.1017/RDC.2018.98"	1	1	NA
NA	"Andorre"	42.484072	1.492205	"Balma Margineda"	NA	"RK"	"EN"	"Layer 3, F1 (fireplace)"	"CNA-2680.1.1"	"5472"	54	"F"	"Ovis/Capra (M1 inferior)"	"Intrusion"	"LOW"	-4447	-4174	FALSE	NA	NA	"Manen et al. 2020"	"10.1017/RDC.2018.98"	1	1	NA
NA	"Andorre"	42.440674	1.49071	"Camp del Colomer"	NA	"OP"	"MN"	"Pit FS 29"	"Beta-325686"	"5630"	40	"CE"	"Hordeum vulgare "	"Epicardial"	"HIGH"	-4541	-4361	FALSE	NA	NA	"Remolins & Gibaja 2018"	"Remolins18"	1	1	NA
NA	"Andorre"	42.440674	1.49071	"Camp del Colomer"	NA	"OP"	"MN"	"EI2, hut base"	"CNA-2257.1.1"	"5600"	35	"SE"	"Corylus avellana"	"Epicardial"	"HIGH"	-4500	-4351	FALSE	NA	NA	"Remolins & Gibaja 2018"	"Remolins18"	1	1	NA
NA	"Andorre"	42.440674	1.49071	"Camp del Colomer"	NA	"OP"	"MN"	"Pit SJ 24"	"Beta-325684"	"5350"	40	"CE"	"Hordeum vulgare "	"Epicardial"	"HIGH"	-4327	-4051	FALSE	NA	NA	"Remolins & Gibaja 2018"	"Remolins18"	1	1	NA
NA	"Andorre"	42.440674	1.49071	"Camp del Colomer"	NA	"OP"	"MN"	"Pit E1 11"	"Beta-325685"	"5300"	30	"SE"	"Corylus avellana"	"Epicardial"	"HIGH"	-4241	-4001	FALSE	NA	NA	"Remolins & Gibaja 2018"	"Remolins18"	1	1	NA
NA	"Andorre"	42.440674	1.49071	"Camp del Colomer"	NA	"OP"	"MN"	"SJ7"	"CNA-2256.1.1"	"5205"	35	"CE"	"Hordeum vulgare "	"Epicardial"	"HIGH"	-4217	-3954	FALSE	NA	NA	"Remolins & Gibaja 2018"	"Remolins18"	1	1	NA
NA	"Croatia"	42.833349	17.68882	"Gudnja Cave"	NA	"GR"	"EN"	"I"	"GrN-10315"	"7170"	70	"WC"	"Wood charcoal (unidentified)"	"Early Neolithic"	"LOW"	-6222	-5901	FALSE	NA	1	"Forenbaher & Miracle 2006"	"10.4312/dp.33.10"	1	1	NA
NA	"Croatia"	42.833349	17.68882	"Gudnja Cave"	NA	"GR"	"EN"	"I"	"GrN-10314"	"6935"	50	"WC"	"Wood charcoal (unidentified)"	"Early Neolithic"	"LOW"	-5971	-5724	TRUE	NA	1	"Forenbaher & Miracle 2006"	"10.4312/dp.33.10"	1	1	NA
NA	"Croatia"	42.833349	17.68882	"Gudnja Cave"	NA	"GR"	"EN"	"II"	"GrN-10311"	"6560"	40	"WC"	"Wood charcoal (unidentified)"	"Early Neolithic"	"LOW"	-5618	-5418	TRUE	NA	1	"Forenbaher & Miracle 2006"	"10.4312/dp.33.10"	1	1	NA
NA	"Croatia"	42.833349	17.68882	"Gudnja Cave"	NA	"GR"	"MN"	"III"	"GrN-10313"	"6520"	40	"WC"	"Wood charcoal (unidentified)"	"Middle Neolithic"	"LOW"	-5610	-5376	TRUE	NA	1	"Forenbaher & Miracle 2006"	"10.4312/dp.33.10"	1	1	NA
NA	"Croatia"	42.833349	17.68882	"Gudnja Cave"	NA	"GR"	"MN"	"III"	"GrN-10312"	"6415"	40	"WC"	"Wood charcoal (unidentified)"	"Middle Neolithic"	"LOW"	-5475	-5317	TRUE	NA	1	"Forenbaher & Miracle 2006"	"10.4312/dp.33.10"	1	1	NA
NA	"Croatia"	43.00062	17.083588	"Nakovana"	NA	"GR"	"EN"	"Phase 1a"	"OxA-18120"	"7050"	37	"WC"	"Juniperus sp."	"Early Neolithic"	"MEDIUM"	-6013	-5842	TRUE	NA	1	"Forenbaher & Perhoc 2015"	"Forenbaher15"	1	1	NA
NA	"Croatia"	43.00062	17.083588	"Nakovana"	NA	"GR"	"EN"	"Phase 1b"	"OxA-18121"	"6982"	36	"WC"	"Juniperus sp."	"Early Neolithic"	"MEDIUM"	-5979	-5755	TRUE	NA	1	"Forenbaher & Perhoc 2015"	"Forenbaher15"	1	1	NA
NA	"Croatia"	43.00062	17.083588	"Nakovana"	NA	"GR"	"EN"	"Phase 1b"	"OxA-18122"	"6975"	37	"WC"	"Pinus sp."	"Early Neolithic"	"MEDIUM"	-5978	-5747	TRUE	NA	1	"Forenbaher & Perhoc 2015"	"Forenbaher15"	1	1	NA
NA	"Croatia"	43.00062	17.083588	"Nakovana"	NA	"GR"	"EN"	"Phase 2"	"OxA-18123"	"6711"	36	"WC"	"Prunus sp."	"Early Neolithic"	"MEDIUM"	-5715	-5558	TRUE	NA	1	"Forenbaher & Perhoc 2015"	"Forenbaher15"	1	1	NA
NA	"Croatia"	43.00062	17.083588	"Nakovana"	NA	"GR"	"EN"	"Phase 2"	"OxA-18124"	"6609"	37	"WC"	"Prunus sp."	"Early Neolithic"	"MEDIUM"	-5621	-5479	TRUE	NA	1	"Forenbaher & Perhoc 2015"	"Forenbaher15"	1	1	NA
NA	"Croatia"	43.133991	16.753065	"Grapceva Cave"	NA	"GR"	"EN"	"US 1400"	"Beta-103488"	"7030"	60	"WC"	"Wood charcoal (unidentified)"	"Impresso-Cardial"	"LOW"	-6019	-5760	TRUE	NA	1	"Forenbaher et al. 2010"	"10.1179/009346910X12707321358955"	1	1	NA
NA	"Croatia"	43.133991	16.753065	"Grapceva Cave"	NA	"GR"	"LN"	"US 1350"	"Beta-103485"	"6130"	80	"WC"	"Wood charcoal (unidentified)"	"Hvar"	"LOW"	-5298	-4845	TRUE	NA	1	"Forenbaher et al. 2010"	"10.1179/009346910X12707321358955"	1	1	NA
NA	"Croatia"	43.133991	16.753065	"Grapceva Cave"	NA	"GR"	"MN"	"US 1390"	"Beta-103487"	"6000"	80	"WC"	"Wood charcoal (unidentified)"	"Polychrome figulina"	"LOW"	-5207	-4707	TRUE	NA	1	"Forenbaher et al. 2010"	"10.1179/009346910X12707321358955"	1	1	NA
NA	"Croatia"	43.133991	16.753065	"Grapceva Cave"	NA	"GR"	"LN"	"US 1320"	"Beta-103483"	"5720"	70	"WC"	"Wood charcoal (unidentified)"	"Hvar"	"LOW"	-4721	-4369	FALSE	NA	1	"Forenbaher et al. 2010"	"10.1179/009346910X12707321358955"	1	1	NA
NA	"Croatia"	43.133991	16.753065	"Grapceva Cave"	NA	"GR"	"LN"	"US 1290"	"Beta-103481"	"5650"	100	"WC"	"Wood charcoal (unidentified)"	"Late Hvar"	"LOW"	-4721	-4330	FALSE	NA	1	"Forenbaher et al. 2010"	"10.1179/009346910X12707321358955"	1	1	NA
NA	"Croatia"	43.133991	16.753065	"Grapceva Cave"	NA	"GR"	"LN"	"US 1310"	"Beta-103482"	"5460"	60	"WC"	"Wood charcoal (unidentified)"	"Late Neolithic"	"LOW"	-4448	-4067	FALSE	NA	1	"Forenbaher et al. 2010"	"10.1179/009346910X12707321358955"	1	1	NA
NA	"Croatia"	43.133991	16.753065	"Grapceva Cave"	NA	"GR"	"LN"	"US 1310"	"Beta-103486"	"5460"	60	"WC"	"Wood charcoal (unidentified)"	"Hvar"	"LOW"	-4448	-4067	FALSE	NA	1	"Forenbaher et al. 2010"	"10.1179/009346910X12707321358955"	1	1	NA
NA	"Croatia"	43.133991	16.753065	"Grapceva Cave"	NA	"GR"	"LN"	"US 1330"	"Beta-103484"	"5420"	70	"WC"	"Wood charcoal (unidentified)"	"Late Neolithic"	"LOW"	-4440	-4050	FALSE	NA	1	"Forenbaher et al. 2010"	"10.1179/009346910X12707321358955"	1	1	NA
NA	"Croatia"	43.133991	16.753065	"Grapceva Cave"	NA	"GR"	"LN"	"US 1262"	"Beta-106625"	"5210"	40	"WC"	"Wood charcoal (unidentified)"	"Late Hvar"	"LOW"	-4226	-3952	FALSE	NA	1	"Forenbaher et al. 2010"	"10.1179/009346910X12707321358955"	1	1	NA
NA	"Croatia"	42.969649	16.71836	"Vela Spila"	NA	"GR"	"LM"	"Meso D"	"Wk-24216"	"7350"	39	"F"	"Bone (unidentified)"	"Castelnovian"	"MEDIUM"	-6361	-6077	FALSE	NA	1	"Dean et al. 2020"	"10.1016/j.quascirev.2020.106503"	1	1	NA
NA	"Croatia"	42.969649	16.71836	"Vela Spila"	NA	"GR"	"EN"	"Meso D?"	"Z-1967"	"7300"	120	"WC"	"Wood charcoal (unidentified)"	"Early Neolithic"	"LOW"	-6419	-5927	FALSE	NA	1	"Dean et al. 2020"	"10.1016/j.quascirev.2020.106503"	1	1	NA
NA	"Croatia"	42.969649	16.71836	"Vela Spila"	NA	"GR"	"LM"	"Meso D?"	"VERA-2340"	"7200"	39	"WC"	"Wood charcoal (unidentified)"	"Castelnovian"	"LOW"	-6217	-5987	FALSE	NA	1	"Dean et al. 2020"	"10.1016/j.quascirev.2020.106503"	1	1	NA
NA	"Croatia"	42.969649	16.71836	"Vela Spila"	NA	"GR"	"LM"	"Meso D?"	"VERA-2342"	"7175"	35	"F"	"Bone (unidentified)"	"Castelnovian"	"MEDIUM"	-6082	-5984	TRUE	NA	1	"Dean et al. 2020"	"10.1016/j.quascirev.2020.106503"	1	1	NA
NA	"Croatia"	42.969649	16.71836	"Vela Spila"	NA	"GR"	"EN"	"n/a"	"OxA-18118"	"7134"	37	"WC"	"Rhamnus sp."	"Early Neolithic"	"MEDIUM"	-6070	-5919	TRUE	NA	1	"Forenbaher et al. 2013"	"10.1179/1461957113Y.0000000038"	1	1	NA
NA	"Croatia"	42.969649	16.71836	"Vela Spila"	NA	"GR"	"EN"	"Early Neo?"	"Z-1968"	"7000"	120	"WC"	"Wood charcoal (unidentified)"	"Early Neolithic"	"LOW"	-6076	-5658	TRUE	NA	1	"Dean et al. 2020"	"10.1016/j.quascirev.2020.106503"	1	1	NA
NA	"Croatia"	42.969649	16.71836	"Vela Spila"	NA	"GR"	"EN"	"Neo C"	"Wk-24219"	"6735"	35	"F"	"Bone (unidentified)"	"Early Neolithic"	"MEDIUM"	-5720	-5567	TRUE	NA	1	"Dean et al. 2020"	"10.1016/j.quascirev.2020.106503"	1	1	NA
NA	"Croatia"	42.969649	16.71836	"Vela Spila"	NA	"GR"	"EN"	"Neo C"	"Wk-24218"	"6678"	34	"F"	"Bone (unidentified)"	"Early Neolithic"	"MEDIUM"	-5663	-5526	TRUE	NA	1	"Dean et al. 2020"	"10.1016/j.quascirev.2020.106503"	1	1	NA
NA	"Croatia"	42.969649	16.71836	"Vela Spila"	NA	"GR"	"EN"	"Neo?"	"Z-1742"	"5430"	100	"WC"	"Wood charcoal (unidentified)"	"Early Neolithic"	"LOW"	-4455	-3995	FALSE	NA	1	"Dean et al. 2020"	"10.1016/j.quascirev.2020.106503"	1	1	NA
NA	"Croatia"	43.32	16.6372	"Kopacina Spilja"	NA	"GR"	"LM"	"Layer I"	"Z-778"	"7850"	140	"SH"	"Snail shells (unidentified)"	"Mesolithic"	"LOW"	-7072	-6437	FALSE	NA	NA	"Bass 1998"	"10.1558/jmea.v11i2.165"	1	1	NA
NA	"Croatia"	43.85587	16.167023	"Škarin Samograd"	NA	"GR"	"EN"	"Layer II"	"Hd-11950"	"6780"	50	"WC"	"Wood charcoal (unidentified)"	"Impressed Ware"	"MEDIUM"	-5748	-5568	TRUE	NA	1	"Forenbaher et al. 2013"	"10.1179/1461957113Y.0000000038"	1	1	NA
NA	"Croatia"	43.85587	16.167023	"Škarin Samograd"	NA	"GR"	"EN"	"Layer I"	"Hd-12094"	"6750"	60	"WC"	"Wood charcoal (unidentified)"	"Monochrome"	"MEDIUM"	-5745	-5540	TRUE	NA	1	"Forenbaher et al. 2013"	"10.1179/1461957113Y.0000000038"	1	1	NA
NA	"Croatia"	43.85587	16.167023	"Škarin Samograd"	NA	"GR"	"EN"	"Layer I"	"Hd-11773"	"6740"	50	"WC"	"Wood charcoal (unidentified)"	"Monochrome"	"MEDIUM"	-5730	-5561	TRUE	NA	1	"Forenbaher et al. 2013"	"10.1179/1461957113Y.0000000038"	1	1	NA
NA	"Croatia"	43.85587	16.167023	"Škarin Samograd"	NA	"GR"	"EN"	"Layer II"	"Hd-11952"	"6600"	100	"WC"	"Wood charcoal (unidentified)"	"Impressed Ware"	"LOW"	-5714	-5371	TRUE	NA	1	"Forenbaher et al. 2013"	"10.1179/1461957113Y.0000000038"	1	1	NA
NA	"Croatia"	43.804792	16.062428	"Pokrovnik"	NA	"OP"	"EN"	"D/22"	"PSU-5293/ UCIAMS-116205"	"7090"	25	"F"	"Bos taurus"	"Impresso-Cardial"	"HIGH"	-6023	-5898	TRUE	NA	1	"McClure et al. 2016 "	"10.2458/56.17918"	1	1	NA
NA	"Croatia"	43.804792	16.062428	"Pokrovnik"	NA	"OP"	"EN"	"D/21"	"OxA-17194"	"6999"	37	"CE"	"Triticum dicoccum (seed)"	"Impresso-Cardial"	"HIGH"	-5985	-5781	TRUE	NA	1	"McClure et al. 2016 "	"10.2458/56.17918"	1	1	NA
NA	"Croatia"	43.804792	16.062428	"Pokrovnik"	NA	"OP"	"EN"	"D/23"	"PSU-5556/ UCIAMS-119837"	"6975"	30	"F"	"Ovis aries (sheep)"	"Impresso-Cardial"	"HIGH"	-5975	-5755	TRUE	NA	1	"McClure et al. 2016 "	"10.2458/56.17918"	1	1	NA
NA	"Croatia"	43.804792	16.062428	"Pokrovnik"	NA	"OP"	"EN"	"D/11 "	"PSU-4961/ UCIAMS-106478"	"6840"	25	"F"	"Ovis aries"	"Impresso-Cardial"	"HIGH"	-5782	-5661	TRUE	NA	1	"McClure et al. 2016 "	"10.2458/56.17918"	1	1	NA
NA	"Croatia"	43.804792	16.062428	"Pokrovnik"	NA	"OP"	"EN"	"A/33"	"OxA-17328"	"6810"	40	"CE"	"Triticum dicoccum (seed)"	"Impresso-Cardial"	"HIGH"	-5761	-5627	TRUE	NA	1	"McClure et al. 2016 "	"10.2458/56.17918"	1	1	NA
NA	"Croatia"	43.804792	16.062428	"Pokrovnik"	NA	"OP"	"EN"	"A/8"	"OxA-17195"	"6626"	39	"CE"	"Triticum monococcum (seed)"	"Impresso-Cardial"	"HIGH"	-5624	-5482	TRUE	NA	1	"McClure et al. 2016 "	"10.2458/56.17918"	1	1	NA
NA	"Croatia"	43.804792	16.062428	"Pokrovnik"	NA	"OP"	"EN"	"D/11"	"OxA-17193"	"6625"	36	"CE"	"Triticum dicoccum (seed)"	"Impresso-Cardial"	"HIGH"	-5623	-5482	TRUE	NA	1	"McClure et al. 2016 "	"10.2458/56.17918"	1	1	NA
NA	"Croatia"	43.804792	16.062428	"Pokrovnik"	NA	"OP"	"EN"	"C/23"	"OxA-17125"	"6568"	36	"CE"	"Triticum dicoccum (seed)"	"Impresso-Cardial"	"HIGH"	-5616	-5475	TRUE	NA	1	"McClure et al. 2016 "	"10.2458/56.17918"	1	1	NA
NA	"Croatia"	43.804792	16.062428	"Pokrovnik"	NA	"OP"	"EN"	"Layer II"	"Z-895"	"6300"	150	"SE"	"SeedS (unidentified)"	"Impressed Ware"	"LOW"	-5552	-4853	TRUE	NA	NA	"Biagi & Voytek 1994"	"Biagi94"	1	1	NA
NA	"Croatia"	43.804792	16.062428	"Pokrovnik"	NA	"OP"	"EN"	"Layer II"	"Hd-12842"	"6290"	65	"SE"	"SeedS (unidentified)"	"Impressed Ware"	"MEDIUM"	-5468	-5054	TRUE	NA	NA	"Biagi & Voytek 1994"	"Biagi94"	1	1	NA
NA	"Croatia"	43.804792	16.062428	"Pokrovnik"	NA	"OP"	"MN"	"D/9"	"PSU-4960/ UCIAMS-106477"	"6280"	20	"F"	"Ovis aries"	"Danilo"	"HIGH"	-5307	-5215	TRUE	NA	1	"McClure et al. 2016 "	"10.2458/56.17918"	1	1	NA
NA	"Croatia"	43.804792	16.062428	"Pokrovnik"	NA	"OP"	"MN"	"C/7"	"OxA-17124"	"6197"	39	"CE"	"Triticum dicoccum (seed)"	"Danilo"	"HIGH"	-5299	-5031	TRUE	NA	1	"McClure et al. 2016 "	"10.2458/56.17918"	1	1	NA
NA	"Croatia"	43.804792	16.062428	"Pokrovnik"	NA	"OP"	"MN"	"D/10 B"	"PSU-5294/ UCIAMS-116206"	"6190"	25	"F"	"Bos taurus"	"Danilo"	"HIGH"	-5216	-5045	TRUE	NA	1	"McClure et al. 2016 "	"10.2458/56.17918"	1	1	NA
NA	"Croatia"	43.804792	16.062428	"Pokrovnik"	NA	"OP"	"MN"	"D/3"	"OxA-17223"	"6170"	35	"CE"	"Triticum dicoccum (seed)"	"Danilo"	"HIGH"	-5214	-5009	TRUE	NA	1	"McClure et al. 2016 "	"10.2458/56.17918"	1	1	NA
NA	"Croatia"	43.71044	16.032523	"Danilo-Bitinj"	NA	"OP"	"MN"	"A/17 "	"OxA-14449"	"6284"	40	"F"	"Ovis musimon (right calcaneum)"	"Danilo"	"HIGH"	-5363	-5080	TRUE	NA	1	"McClure et al. 2016 "	"10.2458/56.17918"	1	1	NA
NA	"Croatia"	43.71044	16.032523	"Danilo-Bitinj"	NA	"OP"	"MN"	"E/14"	"OxA-15765"	"6245"	39	"CE"	"Triticum monococcum (seed)"	"Danilo"	"HIGH"	-5311	-5062	TRUE	NA	1	"McClure et al. 2016 "	"10.2458/56.17918"	1	1	NA
NA	"Croatia"	43.71044	16.032523	"Danilo-Bitinj"	NA	"OP"	"MN"	"E/5"	"OxA-17126"	"6237"	37	"CE"	"Triticum monococcum (seed)"	"Danilo"	"HIGH"	-5307	-5061	TRUE	NA	1	"McClure et al. 2016 "	"10.2458/56.17918"	1	1	NA
NA	"Croatia"	43.71044	16.032523	"Danilo-Bitinj"	NA	"OP"	"MN"	"A/31"	"OxA-15764"	"6226"	37	"CE"	"Triticum dicoccum (seed)"	"Danilo"	"HIGH"	-5305	-5052	TRUE	NA	1	"McClure et al. 2016 "	"10.2458/56.17918"	1	1	NA
NA	"Croatia"	43.71044	16.032523	"Danilo-Bitinj"	NA	"OP"	"MN"	"A/14"	"OxA-17196"	"6212"	35	"CE"	"Triticum monococcum (seed)"	"Danilo"	"HIGH"	-5301	-5046	TRUE	NA	1	"McClure et al. 2016 "	"10.2458/56.17918"	1	1	NA
NA	"Croatia"	43.71044	16.032523	"Danilo-Bitinj"	NA	"OP"	"MN"	"B/6"	"OxA-17329"	"6204"	38	"SE"	"Rosa sp."	"Danilo"	"HIGH"	-5300	-5040	TRUE	NA	1	"McClure et al. 2016 "	"10.2458/56.17918"	1	1	NA
NA	"Croatia"	43.71044	16.032523	"Danilo-Bitinj"	NA	"OP"	"MN"	"A/46"	"OxA-15681"	"6180"	34	"CE"	"Triticum dicoccum (seed)"	"Danilo"	"HIGH"	-5216	-5009	TRUE	NA	1	"McClure et al. 2016 "	"10.2458/56.17918"	1	1	NA
NA	"Croatia"	43.71044	16.032523	"Danilo-Bitinj"	NA	"OP"	"MN"	"C/7"	"OxA-17200"	"6161"	36	"SE"	"Rosa sp."	"Danilo"	"HIGH"	-5212	-5005	TRUE	NA	1	"McClure et al. 2016 "	"10.2458/56.17918"	1	1	NA
NA	"Croatia"	43.71044	16.032523	"Danilo-Bitinj"	NA	"OP"	"MN"	"A/42"	"PSU-5290/UCIAMS-116202"	"6155"	25	"F"	"Ovis aries"	"Danilo"	"HIGH"	-5210	-5011	TRUE	NA	1	"McClure et al. 2016 "	"10.2458/56.17918"	1	1	NA
NA	"Croatia"	43.71044	16.032523	"Danilo-Bitinj"	NA	"OP"	"MN"	"A/36"	"OxA-17197"	"6121"	37	"CE"	"Triticum monococcum (seed)"	"Danilo"	"HIGH"	-5209	-4946	TRUE	NA	1	"McClure et al. 2016 "	"10.2458/56.17918"	1	1	NA
NA	"Croatia"	43.71044	16.032523	"Danilo-Bitinj"	NA	"OP"	"MN"	"B/24"	"OxA-17199"	"6103"	37	"F"	"Ovis aries"	"Danilo"	"HIGH"	-5209	-4906	TRUE	NA	1	"McClure et al. 2016 "	"10.2458/56.17918"	1	1	NA
NA	"Croatia"	43.71044	16.032523	"Danilo-Bitinj"	NA	"OP"	"MN"	"B/24"	"OxA-17198"	"6093"	36	"SE"	"Rosa sp."	"Danilo"	"HIGH"	-5208	-4852	TRUE	NA	1	"McClure et al. 2016 "	"10.2458/56.17918"	1	1	NA
NA	"Croatia"	43.71044	16.032523	"Danilo-Bitinj"	NA	"OP"	"MN"	"C/15"	"OxA-17224"	"6083"	35	"SE"	"Rosa sp."	"Danilo"	"HIGH"	-5206	-4848	TRUE	NA	1	"McClure et al. 2016 "	"10.2458/56.17918"	1	1	NA
NA	"Croatia"	43.71044	16.032523	"Danilo-Bitinj"	NA	"OP"	"MN"	"B/21"	"OxA-15680"	"5987"	35	"CE"	"Triticum monococcum (seed)"	"Danilo"	"HIGH"	-4988	-4789	TRUE	NA	1	"McClure et al. 2016 "	"10.2458/56.17918"	1	1	NA
