"SiteID"	"Country"	"Latitude"	"Longitude"	"SiteName"	"C14ID"	"SiteType"	"Period"	"PhaseCode"	"LabCode"	"C14BP"	"C14SD"	"Material"	"MaterialSpecies"	"Culture"	"Reliability"	"tpq"	"taq"	"select"	"FN"	"RedNeo"	"bib"	"bib_url"	"inTime"	"inSpace"	"X26"
NA	"Italy"	45.975305	13.231355	"Sammardenchia"	NA	"OP"	"EN"	"Structure 231, Q:D1, layer 1"	"LTL-959A"	"6027"	50	"WC"	"Wood charcoal (unidentified)"	"Friulian Fiorano"	"LOW"	-5198	-4792	TRUE	NA	1	"Mazzucco et al. 2020"	"10.1371/journal.pone.0232455.s002"	1	1	NA
NA	"Italy"	45.975305	13.231355	"Sammardenchia"	NA	"OP"	"EN"	"Structure 89"	"LTL-964A"	"6000"	40	"WC"	"Wood charcoal (unidentified)"	"Friulian Fiorano"	"LOW"	-4997	-4791	TRUE	NA	1	"Mazzucco et al. 2020"	"10.1371/journal.pone.0232455.s002"	1	1	NA
NA	"Italy"	45.975305	13.231355	"Sammardenchia"	NA	"OP"	"EN"	"Structure 126, Q: S01, layer 1"	"R-3136"	"5986"	59	"WC"	"Wood charcoal (unidentified)"	"Friulian Fiorano"	"LOW"	-5010	-4721	TRUE	NA	1	"Mazzucco et al. 2020"	"10.1371/journal.pone.0232455.s002"	1	1	NA
NA	"Italy"	45.975305	13.231355	"Sammardenchia"	NA	"OP"	"EN"	"Structure 89"	"LTL-961A"	"5978"	55	"WC"	"Wood charcoal (unidentified)"	"Friulian Fiorano"	"LOW"	-4996	-4725	TRUE	NA	1	"Mazzucco et al. 2020"	"10.1371/journal.pone.0232455.s002"	1	1	NA
NA	"Italy"	45.975305	13.231355	"Sammardenchia"	NA	"OP"	"EN"	"Structure 153, layer 4"	"R-3137"	"5973"	57	"WC"	"Wood charcoal (unidentified)"	"Friulian Fiorano"	"LOW"	-4996	-4721	TRUE	NA	1	"Mazzucco et al. 2020"	"10.1371/journal.pone.0232455.s002"	1	1	NA
NA	"Italy"	45.975305	13.231355	"Sammardenchia"	NA	"OP"	"EN"	"Structure 153, Q: M, layer 3"	"R-3142"	"5963"	76	"WC"	"Wood charcoal (unidentified)"	"Friulian Fiorano"	"LOW"	-5198	-4681	TRUE	NA	1	"Mazzucco et al. 2020"	"10.1371/journal.pone.0232455.s002"	1	1	NA
NA	"Italy"	45.975305	13.231355	"Sammardenchia"	NA	"OP"	"EN"	"Structure 232, Q: H23, layer 3"	"LTL-1508A"	"5942"	70	"WC"	"Wood charcoal (unidentified)"	"Friulian Fiorano"	"LOW"	-5006	-4617	TRUE	NA	1	"Mazzucco et al. 2020"	"10.1371/journal.pone.0232455.s002"	1	1	NA
NA	"Italy"	45.975305	13.231355	"Sammardenchia"	NA	"OP"	"EN"	"Structure 321"	"LTL-1141A"	"5935"	35	"WC"	"Wood charcoal (unidentified)"	"Friulian Fiorano"	"LOW"	-4929	-4717	TRUE	NA	1	"Mazzucco et al. 2020"	"10.1371/journal.pone.0232455.s002"	1	1	NA
NA	"Italy"	45.975305	13.231355	"Sammardenchia"	NA	"OP"	"EN"	"Structure 126; Q:R01, layer 1"	"R-3140"	"5929"	58	"WC"	"Wood charcoal (unidentified)"	"Friulian Fiorano"	"LOW"	-4987	-4683	TRUE	NA	NA	"Mazzucco et al. 2020"	"10.1371/journal.pone.0232455.s002"	1	1	NA
NA	"Italy"	45.975305	13.231355	"Sammardenchia"	NA	"OP"	"EN"	"Structure 153, Q:M3 layer 2"	"R-3139"	"5906"	55	"WC"	"Wood charcoal (unidentified)"	"Friulian Fiorano"	"LOW"	-4939	-4616	TRUE	NA	NA	"Mazzucco et al. 2020"	"10.1371/journal.pone.0232455.s002"	1	1	NA
NA	"Italy"	45.975305	13.231355	"Sammardenchia"	NA	"OP"	"EN"	"Structure 231"	"LTL-960A"	"5902"	70	"WC"	"Wood charcoal (unidentified)"	"Friulian Fiorano"	"LOW"	-4951	-4555	TRUE	NA	1	"Mazzucco et al. 2020"	"10.1371/journal.pone.0232455.s002"	1	1	NA
NA	"Italy"	45.975305	13.231355	"Sammardenchia"	NA	"OP"	"EN"	"Structure 118, layer 1"	"LTL-963A"	"5871"	50	"WC"	"Wood charcoal (unidentified)"	"Friulian Fiorano"	"LOW"	-4891	-4603	TRUE	NA	1	"Mazzucco et al. 2020"	"10.1371/journal.pone.0232455.s002"	1	1	NA
NA	"Italy"	45.975305	13.231355	"Sammardenchia"	NA	"OP"	"EN"	"Structure 142"	"R-2937"	"5867"	54	"WC"	"Wood charcoal (unidentified)"	"Friulian Fiorano"	"LOW"	-4884	-4553	TRUE	NA	NA	"Mazzucco et al. 2020"	"10.1371/journal.pone.0232455.s002"	1	1	NA
NA	"Italy"	45.975305	13.231355	"Sammardenchia"	NA	"OP"	"EN"	"Structure 154, Q:g-h, layer 2-3 "	"R-2931"	"5856"	49	"WC"	"Wood charcoal (unidentified)"	"Friulian Fiorano"	"LOW"	-4840	-4555	TRUE	NA	1	"Mazzucco et al. 2020"	"10.1371/journal.pone.0232455.s002"	1	1	NA
NA	"Italy"	45.975305	13.231355	"Sammardenchia"	NA	"OP"	"EN"	"Structure 145"	"R-2934"	"5819"	55	"WC"	"Wood charcoal (unidentified)"	"Friulian Fiorano"	"LOW"	-4828	-4539	TRUE	NA	NA	"Mazzucco et al. 2020"	"10.1371/journal.pone.0232455.s002"	1	1	NA
NA	"Italy"	45.975305	13.231355	"Sammardenchia"	NA	"OP"	"EN"	"Structure 129"	"R-2935"	"5801"	68	"WC"	"Wood charcoal (unidentified)"	"Friulian Fiorano"	"LOW"	-4830	-4462	FALSE	NA	1	"Mazzucco et al. 2020"	"10.1371/journal.pone.0232455.s002"	1	1	NA
NA	"Italy"	45.975305	13.231355	"Sammardenchia"	NA	"OP"	"EN"	"Structure 153"	"R-2930"	"5770"	57	"WC"	"Wood charcoal (unidentified)"	"Friulian Fiorano"	"LOW"	-4778	-4460	FALSE	NA	1	"Mazzucco et al. 2020"	"10.1371/journal.pone.0232455.s002"	1	1	NA
NA	"Italy"	45.975305	13.231355	"Sammardenchia"	NA	"OP"	"EN"	"Structure 153"	"R-2920"	"5739"	47	"WC"	"Wood charcoal (unidentified)"	"Friulian Fiorano"	"LOW"	-4707	-4459	FALSE	NA	NA	"Mazzucco et al. 2020"	"10.1371/journal.pone.0232455.s002"	1	1	NA
NA	"Italy"	45.975305	13.231355	"Sammardenchia"	NA	"OP"	"EN"	"Structure 126, Q:AA4, layer 1"	"R-3141"	"5713"	54	"WC"	"Wood charcoal (unidentified)"	"Friulian Fiorano"	"LOW"	-4708	-4446	FALSE	NA	NA	"Mazzucco et al. 2020"	"10.1371/journal.pone.0232455.s002"	1	1	NA
NA	"Italy"	45.975305	13.231355	"Sammardenchia"	NA	"OP"	"EN"	"Structure 126, Q:E6, layer 1"	"R-2736"	"5684"	58	"WC"	"Wood charcoal (unidentified)"	"Friulian Fiorano"	"LOW"	-4681	-4367	FALSE	NA	1	"Mazzucco et al. 2020"	"10.1371/journal.pone.0232455.s002"	1	1	NA
NA	"Italy"	41.888384	13.169183	"Grotta Mora Cavorso"	NA	"GR"	"EN"	"Lower room"	"Ly-3504"	"6405"	35	"H"	"Homo sapiens"	"Early Neolithic"	"HIGH"	-5474	-5314	TRUE	NA	NA	"Scorrano et al. 2018"	"10.1007/s12520-018-0615-9"	1	1	NA
NA	"Italy"	41.888384	13.169183	"Grotta Mora Cavorso"	NA	"GR"	"EN"	"Upper room"	"Ly-5202"	"6275"	45	"WC"	"Wood charcoal (unidentified)"	NA	"LOW"	-5357	-5070	TRUE	NA	NA	"Scorrano et al. 2018"	"10.1007/s12520-018-0615-9"	1	1	NA
NA	"Italy"	45.805789	13.096376	"Piancada"	NA	"OP"	"EN"	"Structure 1"	"R-2705"	"6751"	108	"WC"	"Wood charcoal (unidentified)"	"Sammardenchia"	"LOW"	-5879	-5479	TRUE	NA	NA	"Improta & Pessina 1998"	"Improta98"	1	1	NA
NA	"Italy"	45.805789	13.096376	"Piancada"	NA	"OP"	"EN"	"Q: E4"	"OZB-948"	"6410"	70	"WC"	"Wood charcoal (unidentified)"	"Friulian Fiorano"	"LOW"	-5481	-5217	TRUE	NA	1	"Mazzucco et al. 2020"	"10.1371/journal.pone.0232455.s002"	1	1	NA
NA	"Italy"	45.805789	13.096376	"Piancada"	NA	"OP"	"EN"	"Burial of Piancada"	"OZC-211"	"6330"	30	"H"	"Homo sapiens"	"Friulian Fiorano"	"HIGH"	-5371	-5216	TRUE	NA	1	"Mazzucco et al. 2020"	"10.1371/journal.pone.0232455.s002"	1	1	NA
NA	"Italy"	45.805789	13.096376	"Piancada"	NA	"OP"	"EN"	"Q: F2"	"OZB-949"	"6280"	80	"WC"	"Wood charcoal (unidentified)"	"Friulian Fiorano"	"LOW"	-5471	-5031	TRUE	NA	1	"Mazzucco et al. 2020"	"10.1371/journal.pone.0232455.s002"	1	1	NA
NA	"Italy"	45.805789	13.096376	"Piancada"	NA	"OP"	"EN"	"Q: E3"	"OZB-950"	"6240"	80	"WC"	"Wood charcoal (unidentified)"	"Friulian Fiorano"	"LOW"	-5375	-4991	TRUE	NA	1	"Mazzucco et al. 2020"	"10.1371/journal.pone.0232455.s002"	1	1	NA
NA	"Italy"	45.805789	13.096376	"Piancada"	NA	"OP"	"EN"	"Q: F2-2"	"OZC-210"	"6060"	60	"WC"	"Wood charcoal (unidentified)"	"Friulian Fiorano"	"LOW"	-5208	-4797	TRUE	NA	1	"Mazzucco et al. 2020"	"10.1371/journal.pone.0232455.s002"	1	1	NA
NA	"Italy"	45.805789	13.096376	"Piancada"	NA	"OP"	"EN"	"Q: F1-2"	"OZC-209"	"5940"	70	"WC"	"Wood charcoal (unidentified)"	"Friulian Fiorano"	"LOW"	-5005	-4617	TRUE	NA	1	"Mazzucco et al. 2020"	"10.1371/journal.pone.0232455.s002"	1	1	NA
NA	"Italy"	45.805789	13.096376	"Piancada"	NA	"OP"	"EN"	"Q: F1"	"OZB-654"	"5869"	71	"WC"	"Wood charcoal (unidentified)"	"Friulian Fiorano"	"LOW"	-4931	-4545	TRUE	NA	1	"Mazzucco et al. 2020"	"10.1371/journal.pone.0232455.s002"	1	1	NA
NA	"Italy"	43.714568	13.094373	"Ripabianca di Monterado"	NA	"OP"	"EN"	"Bottom part of archaeol. Deposit"	"R-599a"	"6260"	85	"WC"	"Wood charcoal (unidentified)"	"Fiorano"	"LOW"	-5469	-4997	TRUE	NA	1	"Alessio et al. 1970"	"10.1017/S0033822200008304"	1	1	NA
NA	"Italy"	43.714568	13.094373	"Ripabianca di Monterado"	NA	"OP"	"EN"	"Upper part of archaeol. Deposit"	"R-598"	"6210"	70	"WC"	"Wood charcoal (unidentified)"	"Fiorano"	"LOW"	-5321	-4957	TRUE	NA	1	"Alessio et al. 1970"	"10.1017/S0033822200008304"	1	1	NA
NA	"Italy"	43.714568	13.094373	"Ripabianca di Monterado"	NA	"OP"	"EN"	"Upper part of archaeol. Deposit"	"R-598a"	"6140"	70	"WC"	"Wood charcoal (unidentified)"	"Fiorano"	"LOW"	-5297	-4851	TRUE	NA	1	"Alessio et al. 1970"	"10.1017/S0033822200008304"	1	1	NA
NA	"Italy"	37.51	13.08	"Grotte del Kronio"	NA	"GR"	"EN"	"V (Layer 15-17)"	"LTL-211A"	"6991"	60	"WC"	"Wood charcoal (unidentified)"	"Impressed Ware"	"LOW"	-5986	-5741	TRUE	NA	NA	"Becker 2018"	"Becker18"	1	1	NA
NA	"Italy"	43.073523	13.059873	"Maddalena di Muccia"	NA	"OP"	"EN"	"Charcoal, Pit.S, cut 4–6, cavity 5"	"R-643a"	"6580"	75	"WC"	"Wood charcoal (unidentified)"	"Impresso-Cardial"	"LOW"	-5636	-5376	TRUE	NA	1	"Mazzucco et al. 2018"	"10.1016/j.quaint.2017.04.018"	1	1	NA
NA	"Italy"	37.72396	12.916181	"Stretto-Partanna"	NA	"GR"	"EN"	"US 46"	"R-291"	"6630"	120	"n/a"	"n/a"	"Impressed Ware"	"LOW"	-5742	-5331	TRUE	NA	NA	"Laviano & Muntoni 2009"	"Laviano09"	1	1	NA
NA	"Italy"	37.72396	12.916181	"Stretto-Partanna"	NA	"GR"	"EN"	"US 76"	"R-292"	"6260"	110	"n/a"	"n/a"	"Impressed Ware"	"LOW"	-5473	-4951	TRUE	NA	NA	"Laviano & Muntoni 2009"	"Laviano09"	1	1	NA
NA	"Italy"	37.72396	12.916181	"Stretto-Partanna"	NA	"GR"	"EN"	"US 15 (-1,8 m) "	"R-290"	"5690"	100	"n/a"	"n/a"	"Impressed Ware"	"LOW"	-4777	-4346	FALSE	NA	NA	"Laviano & Muntoni 2009"	"Laviano09"	1	1	NA
NA	"Italy"	38.109951	12.786694	"Grotta dell'Uzzo"	NA	"GR"	"EM"	"C[3]-A[7-16]-F[18-16]"	"OxA-V-2365-39"	"7971"	37	"H"	"Homo sapiens"	"Sauveterriano"	"HIGH"	-7044	-6699	FALSE	NA	NA	"Manino et al. 2015, tabl. 14"	"10.1038/srep16288"	1	1	NA
NA	"Italy"	38.109951	12.786694	"Grotta dell'Uzzo"	NA	"GR"	"LM"	"Trench F, cut 12"	"MAMS-16238"	"7957"	25	"F"	"Mysticeti sp."	"Castelnovian"	"HIGH"	-7037	-6700	FALSE	NA	NA	"Natali & Forgia 2018"	"10.1016/j.quaint.2017.07.004"	1	1	NA
NA	"Italy"	38.109951	12.786694	"Grotta dell'Uzzo"	NA	"GR"	"LM"	"Trench F, cuts13-14"	"P-2734"	"7910"	70	"WC"	"Wood charcoal (unidentified)"	"Castelnovian"	"LOW"	-7044	-6641	FALSE	NA	1	"Meulengracht et al. 1981"	"10.1017/S0033822200037620"	1	1	NA
NA	"Italy"	38.109951	12.786694	"Grotta dell'Uzzo"	NA	"GR"	"EM"	"C[3]-A[7-16]-F[18-16]"	"OxA-V-2364-41"	"7871"	37	"H"	"Homo sapiens"	"Sauveterriano"	"HIGH"	-7025	-6599	FALSE	NA	NA	"Manino et al. 2015, tabl. 14"	"10.1038/srep16288"	1	1	NA
NA	"Italy"	38.109951	12.786694	"Grotta dell'Uzzo"	NA	"GR"	"LMEN"	"Trench F, cut 12"	"OxA-V-2364-43"	"7753"	36	"H"	"Homo sapiens"	"Castelnovian/Early Neolithic"	"HIGH"	-6646	-6481	FALSE	NA	1	"Natali & Forgia 2018"	"10.1016/j.quaint.2017.07.004"	1	1	NA
NA	"Italy"	38.109951	12.786694	"Grotta dell'Uzzo"	NA	"GR"	"LMEN"	"Trench F, cut 12"	"OxA-13662"	"7744"	33	"SH"	"Marine shell (unidentified)"	"Castelnovian/Early Neolithic"	"LOW"	-6643	-6481	FALSE	NA	1	"Natali & Forgia 2018"	"10.1016/j.quaint.2017.07.004"	1	1	NA
NA	"Italy"	38.109951	12.786694	"Grotta dell'Uzzo"	NA	"GR"	"LM"	"F[14-11]-M"	"KIA-36034"	"7730"	80	"F"	"Epinephelus sp."	"Castelnovian"	"HIGH"	-6768	-6423	FALSE	NA	NA	"Manino et al. 2015, tabl. 14"	"10.1038/srep16288"	1	1	NA
NA	"Italy"	38.109951	12.786694	"Grotta dell'Uzzo"	NA	"GR"	"LMEN"	"Trench F, cut 10"	"OxA-X-2071-31"	"7413"	39	"SH"	"Marine sheel (unidentified)"	"Impressed Ware"	"LOW"	-6398	-6102	FALSE	NA	1	"Natali & Forgia 2018"	"10.1016/j.quaint.2017.07.004"	1	1	NA
NA	"Italy"	38.109951	12.786694	"Grotta dell'Uzzo"	NA	"GR"	"EN"	"F[7-10]-W[15]"	"x-3"	"7413"	39	"SH"	"Osilinus turbinatus"	"Impressed Ware"	"MEDIUM"	-6398	-6102	FALSE	NA	NA	"Manino et al. 2012"	"10.1111/j.1475-4754.2007.00291.x"	1	1	NA
NA	"Italy"	38.109951	12.786694	"Grotta dell'Uzzo"	NA	"GR"	"LMEN"	"Trench F, cut 10"	"OxA-13661"	"7410"	32	"SH"	"Marine shell (unidentified)"	"Impressed Ware"	"LOW"	-6392	-6223	FALSE	NA	1	"Natali & Forgia 2018"	"10.1016/j.quaint.2017.07.004"	1	1	NA
NA	"Italy"	38.109951	12.786694	"Grotta dell'Uzzo"	NA	"GR"	"LMEN"	"Trench F, cut 11"	"KIA-36032"	"7175"	45	"H"	"Homo sapiens"	"Castelnovian/Early Neolithic"	"HIGH"	-6214	-5921	FALSE	NA	1	"Natali & Forgia 2018"	"10.1016/j.quaint.2017.07.004"	1	1	NA
NA	"Italy"	38.109951	12.786694	"Grotta dell'Uzzo"	NA	"GR"	"LMEN"	"Trench F, cut 7"	"OxA-13808-7640-7510"	"7173"	37	"SH"	"Marine shell (unidentified)"	"n/a"	"LOW"	-6084	-5927	TRUE	NA	1	"Natali & Forgia 2018"	"10.1016/j.quaint.2017.07.004"	1	1	NA
NA	"Italy"	38.109951	12.786694	"Grotta dell'Uzzo"	NA	"GR"	"EN"	"F[7-10]-W[15]"	"OxA-13808"	"7173"	37	"SH"	"Osilinus turbinatus"	"Impressed Ware"	"MEDIUM"	-6084	-5927	TRUE	NA	NA	"Manino et al. 2012"	"10.1111/j.1475-4754.2007.00291.x"	1	1	NA
NA	"Italy"	38.109951	12.786694	"Grotta dell'Uzzo"	NA	"GR"	"LMEN"	"Trench F, cut 9"	"KIA-36033"	"7006"	34	"H"	"Homo sapiens"	"n/a"	"HIGH"	-5985	-5795	TRUE	NA	1	"Natali & Forgia 2018"	"10.1016/j.quaint.2017.07.004"	1	1	NA
NA	"Italy"	38.109951	12.786694	"Grotta dell'Uzzo"	NA	"GR"	"EN"	"Trench F, cut 9"	"OxA-V-2364-40"	"7006"	34	"H"	"Homo sapiens"	"Early Neolithic"	"HIGH"	-5985	-5795	TRUE	NA	1	"Natali & Forgia 2018"	"10.1016/j.quaint.2017.07.004"	1	1	NA
NA	"Italy"	38.109951	12.786694	"Grotta dell'Uzzo"	NA	"GR"	"LMEN"	"Trench F, cut 2"	"KIA-36035"	"6985"	40	"H"	"Homo sapiens"	"n/a"	"HIGH"	-5981	-5751	TRUE	NA	1	"Natali & Forgia 2018"	"10.1016/j.quaint.2017.07.004"	1	1	NA
NA	"Italy"	38.109951	12.786694	"Grotta dell'Uzzo"	NA	"GR"	"EN"	"F[7-10]-W[15]"	"OxA-V-2365-38"	"6937"	33	"H"	"Homo sapiens"	"Impressed Ware"	"HIGH"	-5895	-5730	TRUE	NA	NA	"Manino et al. 2015, tabl. 14"	"10.1038/srep16288"	1	1	NA
NA	"Italy"	38.109951	12.786694	"Grotta dell'Uzzo"	NA	"GR"	"LMEN"	"Trench F, cuts7-9"	"P-2733"	"6750"	70	"WC"	"Wood charcoal (unidentified)"	"Early Neolithic"	"LOW"	-5777	-5527	TRUE	NA	1	"Meulengracht et al. 1981"	"10.1017/S0033822200037620"	1	1	NA
NA	"Italy"	38.109951	12.786694	"Grotta dell'Uzzo"	NA	"GR"	"EN"	"Trench W, cut 15"	"UD-165"	"6720"	80	"WC"	"Wood charcoal (unidentified)"	"Impressa recent"	"LOW"	-5740	-5481	TRUE	NA	1	"Natali & Forgia 2018"	"10.1016/j.quaint.2017.07.004"	1	1	NA
NA	"Italy"	38.109951	12.786694	"Grotta dell'Uzzo"	NA	"GR"	"EN"	"F[6-2]-M[6-2]"	"KIA-36701"	"6270"	35	"H"	"Homo sapiens"	"Stentinello"	"HIGH"	-5321	-5074	TRUE	NA	NA	"Manino et al. 2015, tabl. 14"	"10.1038/srep16288"	1	1	NA
NA	"Italy"	38.109951	12.786694	"Grotta dell'Uzzo"	NA	"GR"	"EN"	"F[6-2]-M[6-2]"	"KIA-36038"	"6140"	60	"H"	"Homo sapiens"	"Stentinello"	"HIGH"	-5291	-4905	TRUE	NA	NA	"Manino et al. 2015, tabl. 14"	"10.1038/srep16288"	1	1	NA
NA	"Italy"	45.893591	12.71992	"Valer"	NA	"OP"	"EN"	"Pit 2"	"Bln-4436"	"6557"	71	"WC"	"Wood charcoal (unidentified)"	"Friulian Fiorano"	"LOW"	-5626	-5374	TRUE	NA	1	"Facchinetti 2012"	"Facchinetti12"	1	1	NA
NA	"Italy"	45.893591	12.71992	"Valer"	NA	"OP"	"EN"	"Str. 1"	"Bln-4431"	"6504"	59	"WC"	"Wood charcoal (unidentified)"	"Friulian Fiorano"	"LOW"	-5613	-5333	TRUE	NA	1	"Facchinetti 2012"	"Facchinetti12"	1	1	NA
NA	"Italy"	45.893591	12.71992	"Valer"	NA	"OP"	"EN"	"Pit 1"	"Bln-4432"	"6400"	200	"WC"	"Wood charcoal (unidentified)"	"Friulian Fiorano"	"LOW"	-5715	-4856	TRUE	NA	1	"Facchinetti 2012"	"Facchinetti12"	1	1	NA
NA	"Italy"	45.844969	12.687636	"Fagnigola"	NA	"OP"	"EN"	"Structure 23"	"R-2550"	"6570"	75	"WC"	"Wood charcoal (unidentified)"	"Friulian Fiorano"	"LOW"	-5631	-5375	TRUE	NA	1	"Mazzucco et al. 2020"	"10.1371/journal.pone.0232455.s002"	1	1	NA
NA	"Italy"	45.844969	12.687636	"Fagnigola"	NA	"OP"	"EN"	"Structure 27"	"R-2554"	"6548"	85	"WC"	"Wood charcoal (unidentified)"	"Friulian Fiorano"	"LOW"	-5630	-5331	TRUE	NA	1	"Mazzucco et al. 2020"	"10.1371/journal.pone.0232455.s002"	1	1	NA
NA	"Italy"	45.844969	12.687636	"Fagnigola"	NA	"OP"	"EN"	"Structure 19"	"R-2538"	"6545"	70	"WC"	"Wood charcoal (unidentified)"	"Friulian Fiorano"	"LOW"	-5622	-5374	TRUE	NA	1	"Mazzucco et al. 2020"	"10.1371/journal.pone.0232455.s002"	1	1	NA
NA	"Italy"	45.844969	12.687636	"Fagnigola"	NA	"OP"	"EN"	"Lay. 2/3/4"	"R-2539"	"6540"	70	"WC"	"Wood charcoal (unidentified)"	"Friulian Fiorano"	"LOW"	-5622	-5371	TRUE	NA	1	"Mazzucco et al. 2020"	"10.1371/journal.pone.0232455.s002"	1	1	NA
NA	"Italy"	45.844969	12.687636	"Fagnigola"	NA	"OP"	"EN"	"Structure 21"	"R-2551"	"6483"	74	"WC"	"Wood charcoal (unidentified)"	"Friulian Fiorano"	"LOW"	-5614	-5312	TRUE	NA	1	"Mazzucco et al. 2020"	"10.1371/journal.pone.0232455.s002"	1	1	NA
NA	"Italy"	45.844969	12.687636	"Fagnigola"	NA	"OP"	"EN"	"Str. 27 T. 1"	"CNA-5151.1.1"	"6117"	30	"CE"	"Hordeum vulgare s. l. (caryopsis)"	"Friulian Fiorano"	"HIGH"	-5209	-4944	TRUE	NA	1	"Unpublished"	"Unpublished"	1	1	NA
NA	"Italy"	45.844969	12.687636	"Fagnigola"	NA	"OP"	"EN"	"Str. 19 T. 2"	"CNA-5153.1.1"	"6093"	30	"CE"	"Triticum/Hordeum (caryopsis)"	"Friulian Fiorano"	"HIGH"	-5206	-4855	TRUE	NA	1	"Unpublished"	"Unpublished"	1	1	NA
NA	"Italy"	45.844969	12.687636	"Fagnigola"	NA	"OP"	"EN"	"Str. 23 T. 1"	"CNA-5150.1.1"	"6082"	30	"CE"	"Triticum/Hordeum (caryopsis)"	"Friulian Fiorano"	"HIGH"	-5204	-4852	TRUE	NA	1	"Unpublished"	"Unpublished"	1	1	NA
NA	"Italy"	45.844969	12.687636	"Fagnigola"	NA	"OP"	"EN"	"Str. 19 T. 1"	"CNA-5152.1.1"	"6055"	31	"CE"	"Hordeum vulgare s. l. + Triticum/Hordeum"	"Friulian Fiorano"	"HIGH"	-5042	-4846	TRUE	NA	1	"Unpublished"	"Unpublished"	1	1	NA
NA	"Italy"	45.844969	12.687636	"Fagnigola"	NA	"OP"	"EN"	"Structure 1"	"R-1544a"	"6050"	90	"WC"	"Wood charcoal (unidentified)"	"Friulian Fiorano"	"LOW"	-5212	-4728	TRUE	NA	1	"Mazzucco et al. 2020"	"10.1371/journal.pone.0232455.s002"	1	1	NA
NA	"Italy"	45.844969	12.687636	"Fagnigola"	NA	"OP"	"EN"	"Structure 4"	"R-1545"	"5760"	160	"WC"	"Wood charcoal (unidentified)"	"Fagnigola"	"LOW"	-5010	-4267	FALSE	NA	NA	"Improta & Pessina 1998"	"Improta98"	1	1	NA
NA	"Italy"	45.957837	12.672108	"Bannia - Palazzine di Sopra"	NA	"OP"	"MN"	"Str. 1/US 1"	"GrN-22172"	"5870"	90	"WC"	"Wood charcoal (unidentified)"	"VBQ"	"LOW"	-4985	-4501	TRUE	NA	NA	"Visentini & Ferrari 2002"	"Visentini02"	1	1	NA
NA	"Italy"	45.957837	12.672108	"Bannia - Palazzine di Sopra"	NA	"OP"	"MN"	"Str. 8A/US 2"	"GrN-22833"	"5630"	90	"WC"	"Wood charcoal (unidentified)"	"VBQ"	"LOW"	-4692	-4332	FALSE	NA	NA	"Visentini & Ferrari 2002"	"Visentini02"	1	1	NA
NA	"Italy"	45.957837	12.672108	"Bannia - Palazzine di Sopra"	NA	"OP"	"MN"	"n/a"	"GrN-25046"	"5616"	45	"WC"	"Wood charcoal (unidentified)"	"VBQ"	"LOW"	-4537	-4356	FALSE	NA	NA	"Visentini & Ferrari 2002"	"Visentini02"	1	1	NA
NA	"Italy"	45.957837	12.672108	"Bannia - Palazzine di Sopra"	NA	"OP"	"MN"	"Str. 10/US 1"	"GrN-22834"	"5600"	40	"WC"	"Wood charcoal (unidentified)"	"VBQ"	"LOW"	-4532	-4350	FALSE	NA	NA	"Visentini & Ferrari 2002"	"Visentini02"	1	1	NA
NA	"Italy"	45.957837	12.672108	"Bannia - Palazzine di Sopra"	NA	"OP"	"MN"	"Str. 6/US 1"	"GrN-22835"	"5600"	80	"WC"	"Wood charcoal (unidentified)"	"VBQ"	"LOW"	-4658	-4266	FALSE	NA	NA	"Visentini & Ferrari 2002"	"Visentini02"	1	1	NA
NA	"Italy"	45.957837	12.672108	"Bannia - Palazzine di Sopra"	NA	"OP"	"MN"	"Str. 8/US 1"	"GrN-22832"	"5580"	90	"WC"	"Wood charcoal (unidentified)"	"VBQ"	"LOW"	-4672	-4251	FALSE	NA	NA	"Visentini & Ferrari 2002"	"Visentini02"	1	1	NA
NA	"Italy"	45.957837	12.672108	"Bannia - Palazzine di Sopra"	NA	"OP"	"MN"	"Str. 7/US 1"	"GrN-22836"	"5560"	80	"WC"	"Wood charcoal (unidentified)"	"VBQ"	"LOW"	-4589	-4248	FALSE	NA	NA	"Visentini & Ferrari 2002"	"Visentini02"	1	1	NA
NA	"Italy"	43.329629	12.598891	"San Marco di Gubbio"	NA	"OP"	"EN"	"Layer 17, 113-4E/215N"	"OxA-1853"	"6430"	80	"CE"	"Triticum aestivum"	"Impressed Ware"	"HIGH"	-5539	-5217	TRUE	NA	NA	"Hedges et al. 1990"	"10.1111/j.1475-4754.1990.tb01086.x"	1	1	NA
NA	"Italy"	43.329629	12.598891	"San Marco di Gubbio"	NA	"OP"	"EN"	"Layer 22, 115E/214N"	"OxA-1851"	"6270"	70	"CE"	"Triticum compactum"	"Impressed Ware"	"HIGH"	-5463	-5038	TRUE	NA	NA	"Hedges et al. 1990"	"10.1111/j.1475-4754.1990.tb01086.x"	1	1	NA
NA	"Italy"	43.329629	12.598891	"San Marco di Gubbio"	NA	"OP"	"EN"	"Layer 22, 116-7E/213N"	"OxA-1852"	"6245"	90	"SE"	"Vitis sp. (fruit)"	"Impressed Ware"	"HIGH"	-5468	-4953	TRUE	NA	NA	"Hedges et al. 1990"	"10.1111/j.1475-4754.1990.tb01086.x"	1	1	NA
