region	site	date	cause	type	density
619	Manbij	Tell Abu Jadha	2004-09-09	Construction	Domestic	0.00273224043715847
620	Manbij	Tell Abu Jadha	2004-09-10	Construction	Domestic	0.00273224043715847
621	Manbij	Tell Abu Jadha	2004-09-11	Construction	Domestic	0.00273224043715847
622	Manbij	Tell Abu Jadha	2004-09-12	Construction	Domestic	0.00273224043715847
623	Manbij	Tell Abu Jadha	2004-09-13	Construction	Domestic	0.00273224043715847
624	Manbij	Tell Abu Jadha	2004-09-14	Construction	Domestic	0.00273224043715847
625	Manbij	Tell Abu Jadha	2004-09-15	Construction	Domestic	0.00273224043715847
626	Manbij	Tell Abu Jadha	2004-09-16	Construction	Domestic	0.00273224043715847
627	Manbij	Tell Abu Jadha	2004-09-17	Construction	Domestic	0.00273224043715847
628	Manbij	Tell Abu Jadha	2004-09-18	Construction	Domestic	0.00273224043715847
629	Manbij	Tell Abu Jadha	2004-09-19	Construction	Domestic	0.00273224043715847
630	Manbij	Tell Abu Jadha	2004-09-20	Construction	Domestic	0.00273224043715847
631	Manbij	Tell Abu Jadha	2004-09-21	Construction	Domestic	0.00273224043715847
632	Manbij	Tell Abu Jadha	2004-09-22	Construction	Domestic	0.00273224043715847
633	Manbij	Tell Abu Jadha	2004-09-23	Construction	Domestic	0.00273224043715847
634	Manbij	Tell Abu Jadha	2004-09-24	Construction	Domestic	0.00273224043715847
635	Manbij	Tell Abu Jadha	2004-09-25	Construction	Domestic	0.00273224043715847
636	Manbij	Tell Abu Jadha	2004-09-26	Construction	Domestic	0.00273224043715847
637	Manbij	Tell Abu Jadha	2004-09-27	Construction	Domestic	0.00273224043715847
638	Manbij	Tell Abu Jadha	2004-09-28	Construction	Domestic	0.00273224043715847
639	Manbij	Tell Abu Jadha	2004-09-29	Construction	Domestic	0.00273224043715847
640	Manbij	Tell Abu Jadha	2004-09-30	Construction	Domestic	0.00273224043715847
641	Manbij	Tell Abu Jadha	2004-10-01	Construction	Domestic	0.00273224043715847
642	Manbij	Tell Abu Jadha	2004-10-02	Construction	Domestic	0.00273224043715847
643	Manbij	Tell Abu Jadha	2004-10-03	Construction	Domestic	0.00273224043715847
644	Manbij	Tell Abu Jadha	2004-10-04	Construction	Domestic	0.00273224043715847
645	Manbij	Tell Abu Jadha	2004-10-05	Construction	Domestic	0.00273224043715847
646	Manbij	Tell Abu Jadha	2004-10-06	Construction	Domestic	0.00273224043715847
647	Manbij	Tell Abu Jadha	2004-10-07	Construction	Domestic	0.00273224043715847
648	Manbij	Tell Abu Jadha	2004-10-08	Construction	Domestic	0.00273224043715847
649	Manbij	Tell Abu Jadha	2004-10-09	Construction	Domestic	0.00273224043715847
650	Manbij	Tell Abu Jadha	2004-10-10	Construction	Domestic	0.00273224043715847
651	Manbij	Tell Abu Jadha	2004-10-11	Construction	Domestic	0.00273224043715847
652	Manbij	Tell Abu Jadha	2004-10-12	Construction	Domestic	0.00273224043715847
653	Manbij	Tell Abu Jadha	2004-10-13	Construction	Domestic	0.00273224043715847
654	Manbij	Tell Abu Jadha	2004-10-14	Construction	Domestic	0.00273224043715847
655	Manbij	Tell Abu Jadha	2004-10-15	Construction	Domestic	0.00273224043715847
656	Manbij	Tell Abu Jadha	2004-10-16	Construction	Domestic	0.00273224043715847
657	Manbij	Tell Abu Jadha	2004-10-17	Construction	Domestic	0.00273224043715847
658	Manbij	Tell Abu Jadha	2004-10-18	Construction	Domestic	0.00273224043715847
659	Manbij	Tell Abu Jadha	2004-10-19	Construction	Domestic	0.00273224043715847
660	Manbij	Tell Abu Jadha	2004-10-20	Construction	Domestic	0.00273224043715847
661	Manbij	Tell Abu Jadha	2004-10-21	Construction	Domestic	0.00273224043715847
662	Manbij	Tell Abu Jadha	2004-10-22	Construction	Domestic	0.00273224043715847
663	Manbij	Tell Abu Jadha	2004-10-23	Construction	Domestic	0.00273224043715847
664	Manbij	Tell Abu Jadha	2004-10-24	Construction	Domestic	0.00273224043715847
665	Manbij	Tell Abu Jadha	2004-10-25	Construction	Domestic	0.00273224043715847
666	Manbij	Tell Abu Jadha	2004-10-26	Construction	Domestic	0.00273224043715847
667	Manbij	Tell Abu Jadha	2004-10-27	Construction	Domestic	0.00273224043715847
668	Manbij	Tell Abu Jadha	2004-10-28	Construction	Domestic	0.00273224043715847
669	Manbij	Tell Abu Jadha	2004-10-29	Construction	Domestic	0.00273224043715847
670	Manbij	Tell Abu Jadha	2004-10-30	Construction	Domestic	0.00273224043715847
671	Manbij	Tell Abu Jadha	2004-10-31	Construction	Domestic	0.00273224043715847
672	Manbij	Tell Abu Jadha	2004-11-01	Construction	Domestic	0.00273224043715847
673	Manbij	Tell Abu Jadha	2004-11-02	Construction	Domestic	0.00273224043715847
674	Manbij	Tell Abu Jadha	2004-11-03	Construction	Domestic	0.00273224043715847
675	Manbij	Tell Abu Jadha	2004-11-04	Construction	Domestic	0.00273224043715847
676	Manbij	Tell Abu Jadha	2004-11-05	Construction	Domestic	0.00273224043715847
677	Manbij	Tell Abu Jadha	2004-11-06	Construction	Domestic	0.00273224043715847
678	Manbij	Tell Abu Jadha	2004-11-07	Construction	Domestic	0.00273224043715847
679	Manbij	Tell Abu Jadha	2004-11-08	Construction	Domestic	0.00273224043715847
680	Manbij	Tell Abu Jadha	2004-11-09	Construction	Domestic	0.00273224043715847
681	Manbij	Tell Abu Jadha	2004-11-10	Construction	Domestic	0.00273224043715847
682	Manbij	Tell Abu Jadha	2004-11-11	Construction	Domestic	0.00273224043715847
683	Manbij	Tell Abu Jadha	2004-11-12	Construction	Domestic	0.00273224043715847
684	Manbij	Tell Abu Jadha	2004-11-13	Construction	Domestic	0.00273224043715847
685	Manbij	Tell Abu Jadha	2004-11-14	Construction	Domestic	0.00273224043715847
686	Manbij	Tell Abu Jadha	2004-11-15	Construction	Domestic	0.00273224043715847
687	Manbij	Tell Abu Jadha	2004-11-16	Construction	Domestic	0.00273224043715847
688	Manbij	Tell Abu Jadha	2004-11-17	Construction	Domestic	0.00273224043715847
689	Manbij	Tell Abu Jadha	2004-11-18	Construction	Domestic	0.00273224043715847
690	Manbij	Tell Abu Jadha	2004-11-19	Construction	Domestic	0.00273224043715847
691	Manbij	Tell Abu Jadha	2004-11-20	Construction	Domestic	0.00273224043715847
692	Manbij	Tell Abu Jadha	2004-11-21	Construction	Domestic	0.00273224043715847
693	Manbij	Tell Abu Jadha	2004-11-22	Construction	Domestic	0.00273224043715847
694	Manbij	Tell Abu Jadha	2004-11-23	Construction	Domestic	0.00273224043715847
695	Manbij	Tell Abu Jadha	2004-11-24	Construction	Domestic	0.00273224043715847
696	Manbij	Tell Abu Jadha	2004-11-25	Construction	Domestic	0.00273224043715847
697	Manbij	Tell Abu Jadha	2004-11-26	Construction	Domestic	0.00273224043715847
698	Manbij	Tell Abu Jadha	2004-11-27	Construction	Domestic	0.00273224043715847
699	Manbij	Tell Abu Jadha	2004-11-28	Construction	Domestic	0.00273224043715847
700	Manbij	Tell Abu Jadha	2004-11-29	Construction	Domestic	0.00273224043715847
701	Manbij	Tell Abu Jadha	2004-11-30	Construction	Domestic	0.00273224043715847
702	Manbij	Tell Abu Jadha	2004-12-01	Construction	Domestic	0.00273224043715847
703	Manbij	Tell Abu Jadha	2004-12-02	Construction	Domestic	0.00273224043715847
704	Manbij	Tell Abu Jadha	2004-12-03	Construction	Domestic	0.00273224043715847
705	Manbij	Tell Abu Jadha	2004-12-04	Construction	Domestic	0.00273224043715847
706	Manbij	Tell Abu Jadha	2004-12-05	Construction	Domestic	0.00273224043715847
707	Manbij	Tell Abu Jadha	2004-12-06	Construction	Domestic	0.00273224043715847
708	Manbij	Tell Abu Jadha	2004-12-07	Construction	Domestic	0.00273224043715847
709	Manbij	Tell Abu Jadha	2004-12-08	Construction	Domestic	0.00273224043715847
710	Manbij	Tell Abu Jadha	2004-12-09	Construction	Domestic	0.00273224043715847
711	Manbij	Tell Abu Jadha	2004-12-10	Construction	Domestic	0.00273224043715847
712	Manbij	Tell Abu Jadha	2004-12-11	Construction	Domestic	0.00273224043715847
713	Manbij	Tell Abu Jadha	2004-12-12	Construction	Domestic	0.00273224043715847
714	Manbij	Tell Abu Jadha	2004-12-13	Construction	Domestic	0.00273224043715847
715	Manbij	Tell Abu Jadha	2004-12-14	Construction	Domestic	0.00273224043715847
716	Manbij	Tell Abu Jadha	2004-12-15	Construction	Domestic	0.00273224043715847
717	Manbij	Tell Abu Jadha	2004-12-16	Construction	Domestic	0.00273224043715847
718	Manbij	Tell Abu Jadha	2004-12-17	Construction	Domestic	0.00273224043715847
719	Manbij	Tell Abu Jadha	2004-12-18	Construction	Domestic	0.00273224043715847
720	Manbij	Tell Abu Jadha	2004-12-19	Construction	Domestic	0.00273224043715847
721	Manbij	Tell Abu Jadha	2004-12-20	Construction	Domestic	0.00273224043715847
722	Manbij	Tell Abu Jadha	2004-12-21	Construction	Domestic	0.00273224043715847
723	Manbij	Tell Abu Jadha	2004-12-22	Construction	Domestic	0.00273224043715847
724	Manbij	Tell Abu Jadha	2004-12-23	Construction	Domestic	0.00273224043715847
725	Manbij	Tell Abu Jadha	2004-12-24	Construction	Domestic	0.00273224043715847
726	Manbij	Tell Abu Jadha	2004-12-25	Construction	Domestic	0.00273224043715847
727	Manbij	Tell Abu Jadha	2004-12-26	Construction	Domestic	0.00273224043715847
728	Manbij	Tell Abu Jadha	2004-12-27	Construction	Domestic	0.00273224043715847
729	Manbij	Tell Abu Jadha	2004-12-28	Construction	Domestic	0.00273224043715847
730	Manbij	Tell Abu Jadha	2004-12-29	Construction	Domestic	0.00273224043715847
731	Manbij	Tell Abu Jadha	2004-12-30	Construction	Domestic	0.00273224043715847
732	Manbij	Tell Abu Jadha	2004-12-31	Construction	Domestic	0.00273224043715847
733	Manbij	Tell Abu Jadha	2009-10-23	Construction	Domestic	0.000410004100041
734	Manbij	Tell Abu Jadha	2009-10-24	Construction	Domestic	0.000410004100041
735	Manbij	Tell Abu Jadha	2009-10-25	Construction	Domestic	0.000410004100041
736	Manbij	Tell Abu Jadha	2009-10-26	Construction	Domestic	0.000410004100041
737	Manbij	Tell Abu Jadha	2009-10-27	Construction	Domestic	0.000410004100041
738	Manbij	Tell Abu Jadha	2009-10-28	Construction	Domestic	0.000410004100041
739	Manbij	Tell Abu Jadha	2009-10-29	Construction	Domestic	0.000410004100041
740	Manbij	Tell Abu Jadha	2009-10-30	Construction	Domestic	0.000410004100041
741	Manbij	Tell Abu Jadha	2009-10-31	Construction	Domestic	0.000410004100041
742	Manbij	Tell Abu Jadha	2009-11-01	Construction	Domestic	0.000410004100041
743	Manbij	Tell Abu Jadha	2009-11-02	Construction	Domestic	0.000410004100041
744	Manbij	Tell Abu Jadha	2009-11-03	Construction	Domestic	0.000410004100041
745	Manbij	Tell Abu Jadha	2009-11-04	Construction	Domestic	0.000410004100041
746	Manbij	Tell Abu Jadha	2009-11-05	Construction	Domestic	0.000410004100041
747	Manbij	Tell Abu Jadha	2009-11-06	Construction	Domestic	0.000410004100041
748	Manbij	Tell Abu Jadha	2009-11-07	Construction	Domestic	0.000410004100041
749	Manbij	Tell Abu Jadha	2009-11-08	Construction	Domestic	0.000410004100041
750	Manbij	Tell Abu Jadha	2009-11-09	Construction	Domestic	0.000410004100041
751	Manbij	Tell Abu Jadha	2009-11-10	Construction	Domestic	0.000410004100041
752	Manbij	Tell Abu Jadha	2009-11-11	Construction	Domestic	0.000410004100041
753	Manbij	Tell Abu Jadha	2009-11-12	Construction	Domestic	0.000410004100041
754	Manbij	Tell Abu Jadha	2009-11-13	Construction	Domestic	0.000410004100041
755	Manbij	Tell Abu Jadha	2009-11-14	Construction	Domestic	0.000410004100041
756	Manbij	Tell Abu Jadha	2009-11-15	Construction	Domestic	0.000410004100041
757	Manbij	Tell Abu Jadha	2009-11-16	Construction	Domestic	0.000410004100041
758	Manbij	Tell Abu Jadha	2009-11-17	Construction	Domestic	0.000410004100041
759	Manbij	Tell Abu Jadha	2009-11-18	Construction	Domestic	0.000410004100041
760	Manbij	Tell Abu Jadha	2009-11-19	Construction	Domestic	0.000410004100041
761	Manbij	Tell Abu Jadha	2009-11-20	Construction	Domestic	0.000410004100041
762	Manbij	Tell Abu Jadha	2009-11-21	Construction	Domestic	0.000410004100041
763	Manbij	Tell Abu Jadha	2009-11-22	Construction	Domestic	0.000410004100041
764	Manbij	Tell Abu Jadha	2009-11-23	Construction	Domestic	0.000410004100041
765	Manbij	Tell Abu Jadha	2009-11-24	Construction	Domestic	0.000410004100041
766	Manbij	Tell Abu Jadha	2009-11-25	Construction	Domestic	0.000410004100041
767	Manbij	Tell Abu Jadha	2009-11-26	Construction	Domestic	0.000410004100041
768	Manbij	Tell Abu Jadha	2009-11-27	Construction	Domestic	0.000410004100041
769	Manbij	Tell Abu Jadha	2009-11-28	Construction	Domestic	0.000410004100041
770	Manbij	Tell Abu Jadha	2009-11-29	Construction	Domestic	0.000410004100041
771	Manbij	Tell Abu Jadha	2009-11-30	Construction	Domestic	0.000410004100041
772	Manbij	Tell Abu Jadha	2009-12-01	Construction	Domestic	0.000410004100041
773	Manbij	Tell Abu Jadha	2009-12-02	Construction	Domestic	0.000410004100041
774	Manbij	Tell Abu Jadha	2009-12-03	Construction	Domestic	0.000410004100041
775	Manbij	Tell Abu Jadha	2009-12-04	Construction	Domestic	0.000410004100041
776	Manbij	Tell Abu Jadha	2009-12-05	Construction	Domestic	0.000410004100041
777	Manbij	Tell Abu Jadha	2009-12-06	Construction	Domestic	0.000410004100041
778	Manbij	Tell Abu Jadha	2009-12-07	Construction	Domestic	0.000410004100041
779	Manbij	Tell Abu Jadha	2009-12-08	Construction	Domestic	0.000410004100041
780	Manbij	Tell Abu Jadha	2009-12-09	Construction	Domestic	0.000410004100041
781	Manbij	Tell Abu Jadha	2009-12-10	Construction	Domestic	0.000410004100041
782	Manbij	Tell Abu Jadha	2009-12-11	Construction	Domestic	0.000410004100041
783	Manbij	Tell Abu Jadha	2009-12-12	Construction	Domestic	0.000410004100041
784	Manbij	Tell Abu Jadha	2009-12-13	Construction	Domestic	0.000410004100041
785	Manbij	Tell Abu Jadha	2009-12-14	Construction	Domestic	0.000410004100041
786	Manbij	Tell Abu Jadha	2009-12-15	Construction	Domestic	0.000410004100041
787	Manbij	Tell Abu Jadha	2009-12-16	Construction	Domestic	0.000410004100041
788	Manbij	Tell Abu Jadha	2009-12-17	Construction	Domestic	0.000410004100041
789	Manbij	Tell Abu Jadha	2009-12-18	Construction	Domestic	0.000410004100041
790	Manbij	Tell Abu Jadha	2009-12-19	Construction	Domestic	0.000410004100041
791	Manbij	Tell Abu Jadha	2009-12-20	Construction	Domestic	0.000410004100041
792	Manbij	Tell Abu Jadha	2009-12-21	Construction	Domestic	0.000410004100041
793	Manbij	Tell Abu Jadha	2009-12-22	Construction	Domestic	0.000410004100041
794	Manbij	Tell Abu Jadha	2009-12-23	Construction	Domestic	0.000410004100041
795	Manbij	Tell Abu Jadha	2009-12-24	Construction	Domestic	0.000410004100041
796	Manbij	Tell Abu Jadha	2009-12-25	Construction	Domestic	0.000410004100041
797	Manbij	Tell Abu Jadha	2009-12-26	Construction	Domestic	0.000410004100041
798	Manbij	Tell Abu Jadha	2009-12-27	Construction	Domestic	0.000410004100041
799	Manbij	Tell Abu Jadha	2009-12-28	Construction	Domestic	0.000410004100041
800	Manbij	Tell Abu Jadha	2009-12-29	Construction	Domestic	0.000410004100041
801	Manbij	Tell Abu Jadha	2009-12-30	Construction	Domestic	0.000410004100041
802	Manbij	Tell Abu Jadha	2009-12-31	Construction	Domestic	0.000410004100041
803	Manbij	Tell Abu Jadha	2010-01-01	Construction	Domestic	0.000410004100041
804	Manbij	Tell Abu Jadha	2010-01-02	Construction	Domestic	0.000410004100041
805	Manbij	Tell Abu Jadha	2010-01-03	Construction	Domestic	0.000410004100041
806	Manbij	Tell Abu Jadha	2010-01-04	Construction	Domestic	0.000410004100041
807	Manbij	Tell Abu Jadha	2010-01-05	Construction	Domestic	0.000410004100041
808	Manbij	Tell Abu Jadha	2010-01-06	Construction	Domestic	0.000410004100041
809	Manbij	Tell Abu Jadha	2010-01-07	Construction	Domestic	0.000410004100041
810	Manbij	Tell Abu Jadha	2010-01-08	Construction	Domestic	0.000410004100041
811	Manbij	Tell Abu Jadha	2010-01-09	Construction	Domestic	0.000410004100041
812	Manbij	Tell Abu Jadha	2010-01-10	Construction	Domestic	0.000410004100041
813	Manbij	Tell Abu Jadha	2010-01-11	Construction	Domestic	0.000410004100041
814	Manbij	Tell Abu Jadha	2010-01-12	Construction	Domestic	0.000410004100041
815	Manbij	Tell Abu Jadha	2010-01-13	Construction	Domestic	0.000410004100041
816	Manbij	Tell Abu Jadha	2010-01-14	Construction	Domestic	0.000410004100041
817	Manbij	Tell Abu Jadha	2010-01-15	Construction	Domestic	0.000410004100041
818	Manbij	Tell Abu Jadha	2010-01-16	Construction	Domestic	0.000410004100041
819	Manbij	Tell Abu Jadha	2010-01-17	Construction	Domestic	0.000410004100041
820	Manbij	Tell Abu Jadha	2010-01-18	Construction	Domestic	0.000410004100041
821	Manbij	Tell Abu Jadha	2010-01-19	Construction	Domestic	0.000410004100041
822	Manbij	Tell Abu Jadha	2010-01-20	Construction	Domestic	0.000410004100041
823	Manbij	Tell Abu Jadha	2010-01-21	Construction	Domestic	0.000410004100041
824	Manbij	Tell Abu Jadha	2010-01-22	Construction	Domestic	0.000410004100041
825	Manbij	Tell Abu Jadha	2010-01-23	Construction	Domestic	0.000410004100041
826	Manbij	Tell Abu Jadha	2010-01-24	Construction	Domestic	0.000410004100041
827	Manbij	Tell Abu Jadha	2010-01-25	Construction	Domestic	0.000410004100041
828	Manbij	Tell Abu Jadha	2010-01-26	Construction	Domestic	0.000410004100041
829	Manbij	Tell Abu Jadha	2010-01-27	Construction	Domestic	0.000410004100041
830	Manbij	Tell Abu Jadha	2010-01-28	Construction	Domestic	0.000410004100041
831	Manbij	Tell Abu Jadha	2010-01-29	Construction	Domestic	0.000410004100041
832	Manbij	Tell Abu Jadha	2010-01-30	Construction	Domestic	0.000410004100041
833	Manbij	Tell Abu Jadha	2010-01-31	Construction	Domestic	0.000410004100041
834	Manbij	Tell Abu Jadha	2010-02-01	Construction	Domestic	0.000410004100041
835	Manbij	Tell Abu Jadha	2010-02-02	Construction	Domestic	0.000410004100041
836	Manbij	Tell Abu Jadha	2010-02-03	Construction	Domestic	0.000410004100041
837	Manbij	Tell Abu Jadha	2010-02-04	Construction	Domestic	0.000410004100041
838	Manbij	Tell Abu Jadha	2010-02-05	Construction	Domestic	0.000410004100041
839	Manbij	Tell Abu Jadha	2010-02-06	Construction	Domestic	0.000410004100041
840	Manbij	Tell Abu Jadha	2010-02-07	Construction	Domestic	0.000410004100041
841	Manbij	Tell Abu Jadha	2010-02-08	Construction	Domestic	0.000410004100041
842	Manbij	Tell Abu Jadha	2010-02-09	Construction	Domestic	0.000410004100041
843	Manbij	Tell Abu Jadha	2010-02-10	Construction	Domestic	0.000410004100041
844	Manbij	Tell Abu Jadha	2010-02-11	Construction	Domestic	0.000410004100041
845	Manbij	Tell Abu Jadha	2010-02-12	Construction	Domestic	0.000410004100041
846	Manbij	Tell Abu Jadha	2010-02-13	Construction	Domestic	0.000410004100041
847	Manbij	Tell Abu Jadha	2010-02-14	Construction	Domestic	0.000410004100041
848	Manbij	Tell Abu Jadha	2010-02-15	Construction	Domestic	0.000410004100041
849	Manbij	Tell Abu Jadha	2010-02-16	Construction	Domestic	0.000410004100041
850	Manbij	Tell Abu Jadha	2010-02-17	Construction	Domestic	0.000410004100041
851	Manbij	Tell Abu Jadha	2010-02-18	Construction	Domestic	0.000410004100041
852	Manbij	Tell Abu Jadha	2010-02-19	Construction	Domestic	0.000410004100041
853	Manbij	Tell Abu Jadha	2010-02-20	Construction	Domestic	0.000410004100041
854	Manbij	Tell Abu Jadha	2010-02-21	Construction	Domestic	0.000410004100041
855	Manbij	Tell Abu Jadha	2010-02-22	Construction	Domestic	0.000410004100041
856	Manbij	Tell Abu Jadha	2010-02-23	Construction	Domestic	0.000410004100041
857	Manbij	Tell Abu Jadha	2010-02-24	Construction	Domestic	0.000410004100041
858	Manbij	Tell Abu Jadha	2010-02-25	Construction	Domestic	0.000410004100041
859	Manbij	Tell Abu Jadha	2010-02-26	Construction	Domestic	0.000410004100041
860	Manbij	Tell Abu Jadha	2010-02-27	Construction	Domestic	0.000410004100041
861	Manbij	Tell Abu Jadha	2010-02-28	Construction	Domestic	0.000410004100041
862	Manbij	Tell Abu Jadha	2010-03-01	Construction	Domestic	0.000410004100041
863	Manbij	Tell Abu Jadha	2010-03-02	Construction	Domestic	0.000410004100041
864	Manbij	Tell Abu Jadha	2010-03-03	Construction	Domestic	0.000410004100041
865	Manbij	Tell Abu Jadha	2010-03-04	Construction	Domestic	0.000410004100041
866	Manbij	Tell Abu Jadha	2010-03-05	Construction	Domestic	0.000410004100041
867	Manbij	Tell Abu Jadha	2010-03-06	Construction	Domestic	0.000410004100041
868	Manbij	Tell Abu Jadha	2010-03-07	Construction	Domestic	0.000410004100041
869	Manbij	Tell Abu Jadha	2010-03-08	Construction	Domestic	0.000410004100041
870	Manbij	Tell Abu Jadha	2010-03-09	Construction	Domestic	0.000410004100041
871	Manbij	Tell Abu Jadha	2010-03-10	Construction	Domestic	0.000410004100041
872	Manbij	Tell Abu Jadha	2010-03-11	Construction	Domestic	0.000410004100041
873	Manbij	Tell Abu Jadha	2010-03-12	Construction	Domestic	0.000410004100041
874	Manbij	Tell Abu Jadha	2010-03-13	Construction	Domestic	0.000410004100041
875	Manbij	Tell Abu Jadha	2010-03-14	Construction	Domestic	0.000410004100041
876	Manbij	Tell Abu Jadha	2010-03-15	Construction	Domestic	0.000410004100041
877	Manbij	Tell Abu Jadha	2010-03-16	Construction	Domestic	0.000410004100041
878	Manbij	Tell Abu Jadha	2010-03-17	Construction	Domestic	0.000410004100041
879	Manbij	Tell Abu Jadha	2010-03-18	Construction	Domestic	0.000410004100041
880	Manbij	Tell Abu Jadha	2010-03-19	Construction	Domestic	0.000410004100041
881	Manbij	Tell Abu Jadha	2010-03-20	Construction	Domestic	0.000410004100041
882	Manbij	Tell Abu Jadha	2010-03-21	Construction	Domestic	0.000410004100041
883	Manbij	Tell Abu Jadha	2010-03-22	Construction	Domestic	0.000410004100041
884	Manbij	Tell Abu Jadha	2010-03-23	Construction	Domestic	0.000410004100041
885	Manbij	Tell Abu Jadha	2010-03-24	Construction	Domestic	0.000410004100041
886	Manbij	Tell Abu Jadha	2010-03-25	Construction	Domestic	0.000410004100041
887	Manbij	Tell Abu Jadha	2010-03-26	Construction	Domestic	0.000410004100041
888	Manbij	Tell Abu Jadha	2010-03-27	Construction	Domestic	0.000410004100041
889	Manbij	Tell Abu Jadha	2010-03-28	Construction	Domestic	0.000410004100041
890	Manbij	Tell Abu Jadha	2010-03-29	Construction	Domestic	0.000410004100041
891	Manbij	Tell Abu Jadha	2010-03-30	Construction	Domestic	0.000410004100041
892	Manbij	Tell Abu Jadha	2010-03-31	Construction	Domestic	0.000410004100041
893	Manbij	Tell Abu Jadha	2010-04-01	Construction	Domestic	0.000410004100041
894	Manbij	Tell Abu Jadha	2010-04-02	Construction	Domestic	0.000410004100041
895	Manbij	Tell Abu Jadha	2010-04-03	Construction	Domestic	0.000410004100041
896	Manbij	Tell Abu Jadha	2010-04-04	Construction	Domestic	0.000410004100041
897	Manbij	Tell Abu Jadha	2010-04-05	Construction	Domestic	0.000410004100041
898	Manbij	Tell Abu Jadha	2010-04-06	Construction	Domestic	0.000410004100041
899	Manbij	Tell Abu Jadha	2010-04-07	Construction	Domestic	0.000410004100041
900	Manbij	Tell Abu Jadha	2010-04-08	Construction	Domestic	0.000410004100041
901	Manbij	Tell Abu Jadha	2010-04-09	Construction	Domestic	0.000410004100041
902	Manbij	Tell Abu Jadha	2010-04-10	Construction	Domestic	0.000410004100041
903	Manbij	Tell Abu Jadha	2010-04-11	Construction	Domestic	0.000410004100041
904	Manbij	Tell Abu Jadha	2010-04-12	Construction	Domestic	0.000410004100041
905	Manbij	Tell Abu Jadha	2010-04-13	Construction	Domestic	0.000410004100041
906	Manbij	Tell Abu Jadha	2010-04-14	Construction	Domestic	0.000410004100041
907	Manbij	Tell Abu Jadha	2010-04-15	Construction	Domestic	0.000410004100041
908	Manbij	Tell Abu Jadha	2010-04-16	Construction	Domestic	0.000410004100041
909	Manbij	Tell Abu Jadha	2010-04-17	Construction	Domestic	0.000410004100041
910	Manbij	Tell Abu Jadha	2010-04-18	Construction	Domestic	0.000410004100041
911	Manbij	Tell Abu Jadha	2010-04-19	Construction	Domestic	0.000410004100041
912	Manbij	Tell Abu Jadha	2010-04-20	Construction	Domestic	0.000410004100041
913	Manbij	Tell Abu Jadha	2010-04-21	Construction	Domestic	0.000410004100041
914	Manbij	Tell Abu Jadha	2010-04-22	Construction	Domestic	0.000410004100041
915	Manbij	Tell Abu Jadha	2010-04-23	Construction	Domestic	0.000410004100041
916	Manbij	Tell Abu Jadha	2010-04-24	Construction	Domestic	0.000410004100041
917	Manbij	Tell Abu Jadha	2010-04-25	Construction	Domestic	0.000410004100041
918	Manbij	Tell Abu Jadha	2010-04-26	Construction	Domestic	0.000410004100041
919	Manbij	Tell Abu Jadha	2010-04-27	Construction	Domestic	0.000410004100041
920	Manbij	Tell Abu Jadha	2010-04-28	Construction	Domestic	0.000410004100041
921	Manbij	Tell Abu Jadha	2010-04-29	Construction	Domestic	0.000410004100041
922	Manbij	Tell Abu Jadha	2010-04-30	Construction	Domestic	0.000410004100041
923	Manbij	Tell Abu Jadha	2010-05-01	Construction	Domestic	0.000410004100041
924	Manbij	Tell Abu Jadha	2010-05-02	Construction	Domestic	0.000410004100041
925	Manbij	Tell Abu Jadha	2010-05-03	Construction	Domestic	0.000410004100041
926	Manbij	Tell Abu Jadha	2010-05-04	Construction	Domestic	0.000410004100041
927	Manbij	Tell Abu Jadha	2010-05-05	Construction	Domestic	0.000410004100041
928	Manbij	Tell Abu Jadha	2010-05-06	Construction	Domestic	0.000410004100041
929	Manbij	Tell Abu Jadha	2010-05-07	Construction	Domestic	0.000410004100041
930	Manbij	Tell Abu Jadha	2010-05-08	Construction	Domestic	0.000410004100041
931	Manbij	Tell Abu Jadha	2010-05-09	Construction	Domestic	0.000410004100041
932	Manbij	Tell Abu Jadha	2010-05-10	Construction	Domestic	0.000410004100041
933	Manbij	Tell Abu Jadha	2010-05-11	Construction	Domestic	0.000410004100041
934	Manbij	Tell Abu Jadha	2010-05-12	Construction	Domestic	0.000410004100041
935	Manbij	Tell Abu Jadha	2010-05-13	Construction	Domestic	0.000410004100041
936	Manbij	Tell Abu Jadha	2010-05-14	Construction	Domestic	0.000410004100041
937	Manbij	Tell Abu Jadha	2010-05-15	Construction	Domestic	0.000410004100041
938	Manbij	Tell Abu Jadha	2010-05-16	Construction	Domestic	0.000410004100041
939	Manbij	Tell Abu Jadha	2010-05-17	Construction	Domestic	0.000410004100041
940	Manbij	Tell Abu Jadha	2010-05-18	Construction	Domestic	0.000410004100041
941	Manbij	Tell Abu Jadha	2010-05-19	Construction	Domestic	0.000410004100041
942	Manbij	Tell Abu Jadha	2010-05-20	Construction	Domestic	0.000410004100041
943	Manbij	Tell Abu Jadha	2010-05-21	Construction	Domestic	0.000410004100041
944	Manbij	Tell Abu Jadha	2010-05-22	Construction	Domestic	0.000410004100041
945	Manbij	Tell Abu Jadha	2010-05-23	Construction	Domestic	0.000410004100041
946	Manbij	Tell Abu Jadha	2010-05-24	Construction	Domestic	0.000410004100041
947	Manbij	Tell Abu Jadha	2010-05-25	Construction	Domestic	0.000410004100041
948	Manbij	Tell Abu Jadha	2010-05-26	Construction	Domestic	0.000410004100041
